fold,test_document,requirement_uid,gold,tfidf_e5_weight,soft_vote_pred,review_union_pred,all_agree,all_wrong,at_least_one_correct,char_logistic_pred,char_logistic_p_통상수용,char_logistic_p_견적반영,char_logistic_p_계약·질의검토,word_char_logistic_pred,word_char_logistic_p_통상수용,word_char_logistic_p_견적반영,word_char_logistic_p_계약·질의검토,tfidf_e5_hybrid_pred,tfidf_e5_hybrid_p_통상수용,tfidf_e5_hybrid_p_견적반영,tfidf_e5_hybrid_p_계약·질의검토,soft_vote_p_통상수용,soft_vote_p_견적반영,soft_vote_p_계약·질의검토
0,ccrs_ai_platform,ccrs_ai_platform:CNR-001,통상수용,1.0,견적반영,계약·질의검토,False,True,False,견적반영,0.29888621831812073,0.3656006184072689,0.3355131632746104,견적반영,0.2859500255655541,0.37087436430853066,0.34317561012591513,계약·질의검토,0.23914515487143334,0.36715308140711395,0.3937017637214528,0.2746604662517027,0.3678760213743045,0.3574635123739928
0,ccrs_ai_platform,ccrs_ai_platform:CNR-002,통상수용,1.0,통상수용,통상수용,False,False,True,통상수용,0.41384580033877916,0.3681296125370266,0.21802458712419423,견적반영,0.39560103305841365,0.42164097863593,0.18275798830565637,통상수용,0.4641689624355076,0.3402754439748133,0.19555559358967914,0.4245385986109001,0.3766820117159233,0.19877938967317657
0,ccrs_ai_platform,ccrs_ai_platform:COR-001,통상수용,1.0,계약·질의검토,계약·질의검토,True,True,False,계약·질의검토,0.3690086339003948,0.2228270160853715,0.4081643500142336,계약·질의검토,0.33709091911976946,0.2098387068044651,0.4530703740757655,계약·질의검토,0.35195562936056546,0.20581848972510405,0.4422258809143304,0.35268506079357653,0.2128280708716469,0.4344868683347765
0,ccrs_ai_platform,ccrs_ai_platform:COR-002,통상수용,1.0,통상수용,통상수용,True,False,True,통상수용,0.5679716272234804,0.18551034329717528,0.24651802947934445,통상수용,0.6744663997856026,0.14762038818627377,0.1779132120281236,통상수용,0.6805558486776486,0.1248885970160349,0.1945555543063164,0.6409979585622438,0.15267310949982799,0.20632893193792815
0,ccrs_ai_platform,ccrs_ai_platform:COR-003,통상수용,1.0,통상수용,통상수용,True,False,True,통상수용,0.41927553108086074,0.16333642896003656,0.41738803995910273,통상수용,0.48732488761768017,0.13610131490717256,0.3765737974751473,통상수용,0.44404647176389705,0.1319211507460326,0.42403237749007017,0.450215630154146,0.1437862982044139,0.40599807164144003
0,ccrs_ai_platform,ccrs_ai_platform:COR-004,계약·질의검토,1.0,계약·질의검토,계약·질의검토,True,False,True,계약·질의검토,0.2814795985374269,0.12936332813318377,0.5891570733293894,계약·질의검토,0.2855015295090991,0.09893467834840786,0.6155637921424931,계약·질의검토,0.29414194204717786,0.11585621270041178,0.5900018452524104,0.28704102336456794,0.1147180730606678,0.5982409035747643
0,ccrs_ai_platform,ccrs_ai_platform:COR-005,계약·질의검토,1.0,통상수용,계약·질의검토,False,False,True,계약·질의검토,0.37338892049235506,0.22859361837671469,0.3980174611309303,계약·질의검토,0.3681644692863812,0.23442334237399998,0.3974121883396189,통상수용,0.4542677077972303,0.17983145851565735,0.36590083368711235,0.3986070325253222,0.21428280642212397,0.3871101610525538
0,ccrs_ai_platform,ccrs_ai_platform:COR-006,견적반영,1.0,통상수용,계약·질의검토,False,True,False,통상수용,0.43880443419070697,0.21056757830281797,0.350627987506475,통상수용,0.4800263781912334,0.16858201797935982,0.3513916038294069,계약·질의검토,0.3507370552790591,0.2252044909086589,0.424058453812282,0.4231892892203331,0.20145136239694558,0.37535934838272134
0,ccrs_ai_platform,ccrs_ai_platform:COR-007,계약·질의검토,1.0,계약·질의검토,계약·질의검토,True,False,True,계약·질의검토,0.30005510098385196,0.1980268907848643,0.5019180082312836,계약·질의검토,0.2886918469762682,0.15349435275824252,0.5578138002654892,계약·질의검토,0.28480730630629186,0.17432926387702113,0.540863429816687,0.29118475142213734,0.17528350247337598,0.5335317461044866
0,ccrs_ai_platform,ccrs_ai_platform:COR-008,통상수용,1.0,통상수용,통상수용,True,False,True,통상수용,0.5315683308397515,0.1551522478696397,0.31327942129060876,통상수용,0.5825516440513209,0.13777553483492072,0.2796728211137584,통상수용,0.49380157908044037,0.1395513090489636,0.36664711187059595,0.5359738513238376,0.1441596972511747,0.3198664514249877
0,ccrs_ai_platform,ccrs_ai_platform:DAR-002,통상수용,1.0,통상수용,통상수용,True,False,True,통상수용,0.3671679105407973,0.3334961204479297,0.299335969011273,통상수용,0.3931010489502317,0.31498117330510284,0.29191777774466554,통상수용,0.45887714899401355,0.2972258863491691,0.2438969646568174,0.40638203616168084,0.3152343933674005,0.27838357047091866
0,ccrs_ai_platform,ccrs_ai_platform:DAR-003,통상수용,1.0,통상수용,통상수용,True,False,True,통상수용,0.4745047144164306,0.22689352107290278,0.29860176451066667,통상수용,0.5058502745940251,0.21346714782854723,0.28068257757742765,통상수용,0.6052256497293717,0.17161314790291096,0.22316120236771725,0.5285268795799425,0.2039912722681203,0.2674818481519372
