fold,test_document,requirement_uid,gold,tfidf_e5_weight,soft_vote_pred,review_union_pred,all_agree,all_wrong,at_least_one_correct,char_logistic_pred,char_logistic_p_통상수용,char_logistic_p_견적반영,char_logistic_p_계약·질의검토,word_char_logistic_pred,word_char_logistic_p_통상수용,word_char_logistic_p_견적반영,word_char_logistic_p_계약·질의검토,tfidf_e5_hybrid_pred,tfidf_e5_hybrid_p_통상수용,tfidf_e5_hybrid_p_견적반영,tfidf_e5_hybrid_p_계약·질의검토,soft_vote_p_통상수용,soft_vote_p_견적반영,soft_vote_p_계약·질의검토
0,ccrs_ai_platform,ccrs_ai_platform:CNR-001,통상수용,1.0,계약·질의검토,계약·질의검토,False,True,False,견적반영,0.31179868686295836,0.3499136428198267,0.33828767031721496,계약·질의검토,0.28546887241052804,0.3493283047430868,0.36520282284638506,계약·질의검토,0.26009610957575946,0.3328732953511596,0.407030595073081,0.28578788961641527,0.344038414304691,0.37017369607889367
0,ccrs_ai_platform,ccrs_ai_platform:CNR-002,통상수용,1.0,통상수용,통상수용,False,False,True,통상수용,0.4182105603640371,0.3767325748810166,0.2050568647549463,견적반영,0.3970439369859558,0.4306637690224973,0.17229229399154697,통상수용,0.44878914340244325,0.36395537274870166,0.18725548384885504,0.421347880250812,0.3904505722174052,0.18820154753178278
0,ccrs_ai_platform,ccrs_ai_platform:COR-001,통상수용,1.0,계약·질의검토,계약·질의검토,True,True,False,계약·질의검토,0.3751583662838971,0.20872768671690756,0.4161139469991954,계약·질의검토,0.3265025228274525,0.1951939288130486,0.4783035483594989,계약·질의검토,0.37023764992405434,0.19378618814298468,0.435976161932961,0.3572995130118013,0.19923593455764696,0.4434645524305518
0,ccrs_ai_platform,ccrs_ai_platform:COR-002,통상수용,1.0,통상수용,통상수용,True,False,True,통상수용,0.5668763920896497,0.17645014897632535,0.256673458934025,통상수용,0.667529874210487,0.14162816195448277,0.19084196383503016,통상수용,0.6878794820800046,0.11450140570093624,0.19761911221905912,0.6407619161267138,0.14419323887724814,0.21504484499603807
0,ccrs_ai_platform,ccrs_ai_platform:COR-003,통상수용,1.0,통상수용,통상수용,True,False,True,통상수용,0.42913945241669404,0.15870138632227374,0.4121591612610322,통상수용,0.5118659971927036,0.12900698635433677,0.35912701645295964,통상수용,0.4705478272660733,0.1263274596034133,0.4031247131305134,0.47051775895849035,0.13801194409334128,0.39147029694816843
0,ccrs_ai_platform,ccrs_ai_platform:COR-004,계약·질의검토,1.0,계약·질의검토,계약·질의검토,True,False,True,계약·질의검토,0.2680045133126679,0.126519637710177,0.6054758489771551,계약·질의검토,0.2677957122002878,0.09444676993915004,0.6377575178605621,계약·질의검토,0.2678847648555173,0.11356938941949697,0.6185458457249856,0.267894996789491,0.11151193235627466,0.6205930708542343
0,ccrs_ai_platform,ccrs_ai_platform:COR-005,계약·질의검토,1.0,통상수용,계약·질의검토,False,False,True,계약·질의검토,0.3633368291356623,0.23951662944340735,0.3971465414209305,계약·질의검토,0.3734836695058015,0.2455736330119706,0.38094269748222775,통상수용,0.44422226429328404,0.1827150855788709,0.3730626501278452,0.39368092097824925,0.22260178267808295,0.38371729634366775
0,ccrs_ai_platform,ccrs_ai_platform:COR-006,견적반영,1.0,통상수용,계약·질의검토,False,True,False,통상수용,0.42868265898941044,0.21434247085974384,0.3569748701508457,통상수용,0.4600509857671103,0.17471988113296122,0.3652291330999285,계약·질의검토,0.29903330093281577,0.2517158602690809,0.44925083879810324,0.39592231522977883,0.21359273742059534,0.39048494734962585
0,ccrs_ai_platform,ccrs_ai_platform:COR-007,계약·질의검토,1.0,계약·질의검토,계약·질의검토,True,False,True,계약·질의검토,0.30330701387139314,0.1894370473933632,0.5072559387352437,계약·질의검토,0.28102237026725885,0.14108231411623887,0.5778953156165023,계약·질의검토,0.29330473169044563,0.15874171328893377,0.5479535550206206,0.2925447052763659,0.16308702493284527,0.5443682697907889
0,ccrs_ai_platform,ccrs_ai_platform:COR-008,통상수용,1.0,통상수용,통상수용,True,False,True,통상수용,0.5394095853313924,0.15604784924014123,0.30454256542846647,통상수용,0.5913895858317743,0.13549525565595089,0.27311515851227486,통상수용,0.5603142051460833,0.12408876165570354,0.3155970331982132,0.5637044587697501,0.13854395551726523,0.2977515857129848
