fold,test_document,requirement_uid,gold,tfidf_e5_weight,soft_vote_pred,review_union_pred,all_agree,all_wrong,at_least_one_correct,char_logistic_pred,char_logistic_p_통상수용,char_logistic_p_견적반영,char_logistic_p_계약·질의검토,word_char_logistic_pred,word_char_logistic_p_통상수용,word_char_logistic_p_견적반영,word_char_logistic_p_계약·질의검토,tfidf_e5_hybrid_pred,tfidf_e5_hybrid_p_통상수용,tfidf_e5_hybrid_p_견적반영,tfidf_e5_hybrid_p_계약·질의검토,soft_vote_p_통상수용,soft_vote_p_견적반영,soft_vote_p_계약·질의검토
0,ccrs_ai_platform,ccrs_ai_platform:CNR-001,통상수용,0.0,견적반영,견적반영,True,True,False,견적반영,0.29503352493660967,0.39455308893972285,0.3104133861236674,견적반영,0.2685030194424905,0.40189585996978655,0.329601120587723,견적반영,0.2950335249366098,0.3945530889397225,0.31041338612366765,0.2861900231052366,0.3970006792830773,0.316809297611686
0,ccrs_ai_platform,ccrs_ai_platform:CNR-002,통상수용,0.0,견적반영,견적반영,False,False,True,통상수용,0.40721354928715425,0.39624304503266333,0.19654340568018228,견적반영,0.383582670179075,0.4431268115216675,0.17329051829925765,통상수용,0.4072135492871544,0.3962430450326632,0.1965434056801824,0.3993365895844612,0.4118709671956647,0.1887924432198741
0,ccrs_ai_platform,ccrs_ai_platform:COR-001,통상수용,0.0,통상수용,통상수용,True,False,True,통상수용,0.4215533356684431,0.1893523738623416,0.38909429046921534,통상수용,0.42284223235071533,0.17163921377480543,0.40551855387447927,통상수용,0.42155333566844316,0.18935237386234122,0.38909429046921556,0.42198296789586714,0.1834479871664961,0.3945690449376367
0,ccrs_ai_platform,ccrs_ai_platform:COR-002,통상수용,0.0,통상수용,통상수용,True,False,True,통상수용,0.5907157807451313,0.1749386884582989,0.23434553079656975,통상수용,0.6896634565287446,0.13979768781678575,0.17053885565446966,통상수용,0.5907157807451316,0.1749386884582986,0.23434553079656975,0.6236983393396692,0.16322502157779442,0.21307663908253638
0,ccrs_ai_platform,ccrs_ai_platform:COR-003,통상수용,0.0,계약·질의검토,계약·질의검토,False,False,True,계약·질의검토,0.39291074558049444,0.15603054238750108,0.4510587120320045,통상수용,0.4894199528088394,0.12866937619715788,0.3819106709940029,계약·질의검토,0.3929107455804945,0.1560305423875009,0.45105871203200465,0.4250804813232761,0.1469101536573866,0.42800936501933734
0,ccrs_ai_platform,ccrs_ai_platform:COR-004,계약·질의검토,0.0,계약·질의검토,계약·질의검토,True,False,True,계약·질의검토,0.28791927714094695,0.13207030749518914,0.580010415363864,계약·질의검토,0.2926732387551903,0.09676874458244304,0.6105580166623666,계약·질의검토,0.28791927714094656,0.13207030749518878,0.5800104153638646,0.28950393101236127,0.12030311985760699,0.5901929491300317
0,ccrs_ai_platform,ccrs_ai_platform:COR-005,계약·질의검토,0.0,계약·질의검토,계약·질의검토,False,False,True,계약·질의검토,0.3657436018562768,0.25772122751037896,0.3765351706333443,통상수용,0.3831448659939006,0.25117757166956034,0.3656775623365392,계약·질의검토,0.36574360185627675,0.2577212275103786,0.37653517063334463,0.37154402323548474,0.25554000889677264,0.3729159678677427
0,ccrs_ai_platform,ccrs_ai_platform:COR-006,견적반영,0.0,통상수용,계약·질의검토,False,True,False,계약·질의검토,0.37374641220604793,0.2450759118373668,0.38117767595658536,통상수용,0.40175947045278276,0.21803404871517718,0.38020648083204006,계약·질의검토,0.373746412206048,0.24507591183736654,0.38117767595658547,0.3830840982882929,0.2360619574633035,0.38085394424840363
0,ccrs_ai_platform,ccrs_ai_platform:COR-007,계약·질의검토,0.0,계약·질의검토,계약·질의검토,True,False,True,계약·질의검토,0.23433950277044444,0.17656469929111457,0.5890957979384409,계약·질의검토,0.2011409714294932,0.139744370018557,0.6591146585519497,계약·질의검토,0.2343395027704443,0.17656469929111432,0.5890957979384415,0.22327332565679395,0.16429125620026197,0.612435418142944
0,ccrs_ai_platform,ccrs_ai_platform:COR-008,통상수용,0.0,통상수용,통상수용,True,False,True,통상수용,0.5594568485107513,0.12682263378217895,0.3137205177070697,통상수용,0.6127937124301039,0.1021696738220053,0.2850366137478907,통상수용,0.5594568485107515,0.12682263378217876,0.31372051770706977,0.5772358031505355,0.11860498046212102,0.3041592163873434
